462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
117;Just As I Am;C;"Just as I am, without one plea,
But that Thy blood was shed for me,
And that Thou bidd'st me come to Thee,
Oh Lamb of God, I come! I come!

Just as I am, and waiting not,
To rid my soul of one dark blot,
To Thee whose blood can cleanse
     each spot,
Oh Lamb of God, I come! I come!

Just as I am, tho' tossed about
With many a conflict, many a doubt,
Fightings and fears within, without,
Oh Lamb of God, I come! I come!

Just as I am, poor, wretched, blind;
Sight, riches, healing of the mind,
Yea, all I need, in Thee to find,
Oh Lamb of God, I come! I come!

Just as I am, Thou wilt receive,
Wilt welcome, pardon, cleanse, relieve;
Because Thy promise I believe,
Oh Lamb of God, I come! I come!"
118;I Surrender All;C;"All to Jesus I surrender,
All to Him I freely give;
I will ever love and trust Him,
In His presence daily live.

CHORUS
I surrender all,
I surrender all,
All to Thee, my blessed Savior,
I surrender all.

All to Jesus I surrender,
Humbly at His feet I bow;
Worldly pleasure all forsaken,
Take me Jesus, take me now.

All to Jesus I surrender,
Make me, Savior, wholly Thine;
Let me feel the Holy Spirit,
Truly know that Thou art mine.

All to Jesus I surrender,
Lord, I give myself to Thee;
Fill me with Thy love and power,
Let Thy blessing fall on me.

All to Jesus I surrender,
Now I feel the sacred flame;
Oh the joy of full salvation,
Glory, glory to His name."
119;My Jesus, I Love Thee;F;"My Jesus, I love Thee, I
     know Thou art mine,
For Thee all the follies
    of sin I resign;
My gracious Redeemer,
    my Savior art Thou;
If ever I loved Thee,
    my Jesus, 'tis now.

I love Thee, because Thou
    hast first loved me,
And purchased my pardon
    on Calvary's tree;
I love Thee for wearing
    the thorns on Thy brow:
If ever I loved Thee,
    my Jesus, 'tis now.

I'll love Thee in life,
    I will love Thee in death,
And praise Thee as long as Thou
    lendest me breath;
And say when the death dew
    lies cold on my brow,
If ever I loved Thee,
    my Jesus, 'tis now.

In mansions of glory and
    endless delight,
I'll ever adore Thee in
    heaven so bright;
I'll sing with the glittering
    crown on my brow,
If ever I loved Thee,
    my Jesus, 'tis now."
360;More Than Ever Before;C;"More than ever before, Lord, I love You;
More than ever before, Lord, I need You.
More than ever before I want to tell You,
I love You now, more than ever before."
361;O Lord, You're Beautiful;F;"O Lord, You're beautiful,
Your face is all I seek;
For when Your eyes are on this child,
Your grace abounds to me."
362;I Love This Family Of God;F;"I love this family of God
So closely knitted into one,
They've taken me into their heart,
And I'm so glad to be a part,
Of this great family."
121;He Washed My Eyes With Tears;F;"He washed my eyes with tears that I might see
The broken heart I had was good for me;
He tore it all apart and looked inside,
He found it full of fear and foolish pride.
He swept away the things that made me blind,
And then I saw the clouds were silver lined;
And now I understand 'twas best for me,
He washed my eyes with tears that I might see.

He washed my eyes with tears that I might see
The glory of Himself revealed to me;
I did not know that He had wounded hands,
I saw the blood He spilt upon the sands.
I saw the marks of shame and wept and cried,
He was my substitute, for me He died;
And now I'm glad He came so tenderly,
And washed my eyes with tears that I might see."
122;Jesus Use Me;G;"Dear Lord I'll be a witness
If you will help my weakness,
I know that I'm not worthy
  Lord of thee;
By eyes of faith I see thee,
Upon the cross of Calvary,
Dear Lord I cry,
  Let me thy servant be.

Chorus
Jesus use me,
O Lord don't refuse me,
For surely there's a work that 
  I can do;
And even tho it's humble,
Help my will to crumble,
Tho the cost be great,
I'll work for You

I'll stand for thee dear Jesus,
'Tho death may come my way,
I'll spread the gospel
  to the fallen here;
But if it be thy will Lord,
To go across the sea,
Lord help me to be
  willing to say yes.

He's the Lily of the Valley,
The Bright and Morning Star,
He's the Fairest of Ten
  Thousand to My Soul;
He's the Beautiful
Rose of Sharon,
He's all the world to me,
But best of all,
He is my coming King."
161;In Everything Give Him Thanks;G;"In everything give Him thanks, 
Give Him thanks;
In everything give Him thanks;
In the good times- praise His name;
In the bad times- do the same;
In everything give the King of Kings-
All the thanks!

In everything give Him praise, 
Give Him praise;
In everything give Him praise;
In the good times-praise His name,
In the bad times- do the same;
In everything give the King of Kings-
All the praise!"
162;Just A Closer Walk;C;"I am weak but Thou art strong
Jesus keep me from all wrong;
I'll be satisfied as long,
As I walk, let me walk close to Thee.

CHORUS
Just a closer walk with Thee,
Grant it, Jesus, is my plea;
Daily walking close to Thee,
Let it be, dear Lord, let it be.

Thru this world of toil and snares,
If I falter, Lord, who cares?
Who with me my burden shares?
None but Thee, dear Lord, none but Thee.

When my feeble life is o'er,
Time for me will be no more;
Guide me gently, safely o'er,
To Thy kingdom shore, to Thy shore."
163;The Old Rugged Cross;Ab;"On a hill far away stood an old rugged cross,
The emblem of suff'ring and shame;
And I love that old cross where the dearest and best
For a world of lost sinners was slain.

CHORUS
So I'll cherish the old rugged cross,
Till my trophies at last I lay down;
I will cling to the old rugged cross
And exchange it some day for a crown.

Oh, that old rugged cross so despised by the world,
Has a wondrous attraction for me;
For the dear Lamb of God left His glory above,
To bear it to dark Calvary.

In the old rugged cross, stained with blood so divine,
A wondrous beauty I see;
For 'twas on that old cross Jesus suffered and died,
To pardon and sanctify me.

To the old rugged cross I will ever be true,
Its shame and reproach gladly bear;
Then He'll call me someday to my home far away,
Where His glory forever I'll share."
399;When We See Christ;D;"It will be worth it all, when we see Jesus;
Life's trials will seem so small, when we see Christ;
One glimpse of His dear face, all sorrow will erase,
So bravely run the race till we see Christ."
164;Love Lifted Me;A;"I was sinking deep in sin,
Far from the peaceful shore,
Very deeply stained within, 
Sinking to rise no more;
But the Master of the sea
Heard my despairing cry,
From the waters lifted me,
Now safe am I.

CHORUS
Love lifted me! Love lifted me!
When nothing else could help, 
Love lifted me.
Love lifted me! Love lifted me!
When nothing else could help,
Love lifted me.

All my heart to Him I give,
Ever to Him I'll cling,
In His blessed presence live,
Ever His praises sing.
Love so mighty and so true
Merits my soul's best songs;
Faithful, loving service, too,
To Him belongs.

Souls in danger, look above,
Jesus completely saves;
He will lift you by His love
Out of the angry waves.
He's the Master of the sea,
Billows His will obey;
He your Saviour wants to be, 
Be saved today."
400;He Lives;G;"He lives, He lives,
Christ Jesus lives today!
He walks with me and talks with me 
Along life's narrow way.
He lives, He lives, 
Salvation to impart!
You ask me how I know He lives?
He lives within my heart."
401;Isn't He Wonderful;G;"Isn't He wonderful, wonderful, wonderful,
Isn't He wonderful, wonderful, wonderful,
Eyes have seen, ears have heard,
What's recorded in God's Word,
Isn't He wonderful, wonderful."
165;Oh I Want To See Him;G;"As I journey thru the land 
  singing as I go,
Pointing souls to Calvary 
 to the crimson flow.
Many arrows pierce my soul 
  from without, within;
But my Lord leads me on, 
Thru' Him I must win.

CHORUS
O I want to see Him, look upon His face,
There to sing forever of His saving grace;
On the streets of Glory let me lift my voice;
Cares all past, home at last, ever to rejoice.

When in service for my Lord 
  dark may be the night,
But I'll cling more close to Him, 
  He will give me light;
Satan's snares may vex my soul, 
  turn my tho'ts aside;
But my Lord goes ahead,
  leads whate'er betide.

When in valleys low I look 
  tow'rd the mountain height,
And behold my Savior there,
  leading in the fight. 
With a tender hand outstretched 
  tow'rd the valley low,
Guiding me, I can see, 
  as I onward go.

When before me billows rise 
  from the mighty deep,
Then my Lord directs my bark; 
  He doth safely keep,
And He leads me gently on 
  thru' this world below;
He's a real Friend to me, 
O I love Him so."
166;Since Jesus Came Into My Heart;G;"What a wonderful change in my life 
  has been wrought
Since Jesus came into my heart;
I have light in my soul for which long 
  I had sought,
Since Jesus came into my heart.

CHORUS
Since Jesus came into my heart,
Since Jesus came into my heart;
Floods of joy o'er my soul like the sea billows roll,
Since Jesus came into my heart.

I have ceased from my wand'ring 
  and going astray,
Since Jesus came into my heart;
And my sins which were many are 
  all washed away,
Since Jesus came into my heart.

I'm possessed of a hope that is 
  steadfast and sure,
Since Jesus came into my heart;
And no dark clouds of doubt now 
  my pathway obscure,
Since Jesus came into my heart.

There's a light in the valley of death now for me,
Since Jesus came into my heart;
And the gates of the city beyond I can see,
Since Jesus came into my heart.

I shall go there to dwell in that city I know,
Since Jesus came into my heart;
And I'm happy, so happy, as onward I go,
Since Jesus came into my heart."
123;Father, Make Us One;G;"Father, make us one,
Father, make us one;
That the world may know
Thou has sent Thy Son,
Father, make us one.

Father, work through me,
Father, work through me,
That others want to be like Thee;
Father, work through me.

Father, love through me,
Father, love through me,
That others want to be like Thee;
Father, love through me."
124;Majesty;G;"Majesty, worship His Majesty.
Unto Jesus be all glory, power and praise.
Majesty, kingdom authority,
Flow from His throne
Unto his own, His anthem raise.
So exalt, lift upon high
The name of Jesus.
Magnify, come glorify
Christ Jesus the King.
Majesty, worship His Majesty.
Jesus who died, now glorified,
King of all Kings."
